This file was created using the 202605 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20110506    ,0.01
20110509    ,0.67
20110510    ,0.35
20110511   ,-0.49
20110512   ,-0.55
20110513    ,0.01
20110516    ,0.10
20110517   ,-0.15
20110518    ,0.04
20110519    ,0.24
20110520    ,0.08
20110523   ,-0.48
20110524    ,0.64
20110525   ,-0.21
20110526    ,0.27
20110527    ,0.33
20110530    ,0.20
20110531    ,0.33
20110601    ,0.46
20110602    ,0.04
20110603   ,-0.11
20110606    ,0.25
20110607   ,-0.11
20110608   ,-0.04
20110609    ,0.70
20110610   ,-0.33
20110613   ,-0.19
20110614    ,0.12
20110615   ,-0.03
20110616   ,-0.09
20110617   ,-0.24
20110620    ,0.05
20110621    ,0.65
20110622    ,0.42
20110623    ,0.16
20110624    ,0.56
20110627    ,0.04
20110628    ,0.20
20110629    ,0.35
20110630    ,0.04
20110701   ,-0.33
20110704    ,0.37
20110705    ,0.70
20110706    ,0.87
20110707    ,0.31
20110708    ,0.73
20110711    ,0.16
20110712   ,-0.11
20110713    ,0.70
20110714    ,0.33
20110715    ,0.49
20110718    ,0.37
20110719   ,-0.43
20110720   ,-0.74
20110721   ,-1.22
20110722   ,-0.40
20110725    ,1.46
20110726    ,0.01
20110727    ,0.20
20110728   ,-0.73
20110729    ,0.15
20110801    ,0.60
20110802   ,-0.60
20110803   ,-0.90
20110804   ,-0.70
20110805   ,-1.10
20110808   ,-1.84
20110809    ,1.80
20110810    ,2.00
20110811   ,-0.05
20110812   ,-0.23
20110815    ,0.18
20110816   ,-0.46
20110817   ,-0.01
20110818    ,0.02
20110819   ,-0.45
20110822   ,-0.33
20110823    ,0.59
20110824    ,0.29
20110825    ,0.02
20110826    ,0.71
20110829   ,-0.80
20110830    ,0.35
20110831    ,0.33
20110901    ,0.26
20110902    ,1.33
20110905    ,1.43
20110906    ,0.04
20110907   ,-0.90
20110908   ,-0.02
20110909    ,1.48
20110912    ,1.39
20110913   ,-0.91
20110914   ,-0.42
20110915   ,-1.11
20110916   ,-0.27
20110919    ,1.30
20110920    ,0.51
20110921    ,0.39
20110922    ,1.68
20110923   ,-0.85
20110926   ,-0.96
20110927   ,-2.32
20110928    ,0.51
20110929   ,-1.29
20110930    ,1.34
20111003    ,1.05
20111004    ,0.91
20111005   ,-1.37
20111006   ,-1.45
20111007    ,0.39
20111010   ,-0.96
20111011   ,-0.14
20111012   ,-2.04
20111013    ,1.64
20111014   ,-0.04
20111017    ,1.15
20111018    ,0.58
20111019   ,-0.42
20111020    ,1.49
20111021   ,-1.41
20111024   ,-1.55
20111025    ,0.26
20111026    ,0.30
20111027   ,-4.20
20111028    ,0.11
20111031    ,2.74
20111101    ,3.39
20111102   ,-0.63
20111103   ,-1.36
20111104    ,0.95
20111107    ,0.28
20111108   ,-0.26
20111109    ,1.83
20111110    ,0.05
20111111   ,-1.47
20111114    ,0.52
20111115    ,1.20
20111116    ,0.55
20111117    ,1.19
20111118    ,0.06
20111121    ,1.62
20111122    ,1.21
20111123    ,0.90
20111124   ,-0.82
20111125    ,0.13
20111128   ,-2.18
20111129    ,0.32
20111130   ,-1.98
20111201    ,0.43
20111202   ,-1.47
20111205   ,-1.55
20111206    ,1.05
20111207    ,0.39
20111208    ,2.03
20111209   ,-1.03
20111212    ,2.02
20111213    ,0.77
20111214    ,1.70
20111215   ,-0.08
20111216   ,-0.20
20111219    ,0.56
20111220   ,-2.07
20111221    ,0.51
20111222   ,-0.88
20111223   ,-0.13
20111226    ,0.04
20111227    ,0.01
20111228    ,0.91
20111229   ,-0.21
20111230   ,-0.38
20120102   ,-0.91
20120103   ,-1.36
20120104    ,0.75
20120105    ,1.16
20120106    ,0.32
20120109    ,1.10
20120110   ,-1.45
20120111   ,-1.20
20120112   ,-1.82
20120113   ,-0.31
20120116   ,-0.38
20120117   ,-0.87
20120118   ,-0.54
20120119   ,-2.93
20120120   ,-0.41
20120123   ,-1.36
20120124    ,0.75
20120125   ,-0.45
20120126   ,-1.36
20120127   ,-0.19
20120130    ,1.76
20120131   ,-0.56
20120201   ,-1.40
20120202   ,-1.15
20120203   ,-1.06
20120206    ,0.03
20120207   ,-0.17
20120208   ,-1.35
20120209   ,-0.39
20120210    ,2.06
20120213   ,-0.40
20120214    ,0.92
20120215    ,0.45
20120216    ,0.57
20120217   ,-1.82
20120220   ,-1.43
20120221    ,0.37
20120222    ,1.08
20120223    ,1.14
20120224   ,-0.67
20120227    ,0.59
20120228    ,0.33
20120229    ,0.03
20120301    ,0.09
20120302   ,-0.65
20120305    ,0.78
20120306    ,1.35
20120307    ,0.02
20120308   ,-0.30
20120309    ,0.46
20120312    ,0.65
20120313   ,-0.67
20120314   ,-0.56
20120315   ,-0.75
20120316   ,-0.60
20120319   ,-0.64
20120320    ,0.18
20120321    ,0.98
20120322    ,0.88
20120323   ,-0.20
20120326    ,0.68
20120327    ,0.15
20120328    ,0.54
20120329    ,1.01
20120330    ,0.23
20120402    ,1.24
20120403    ,0.71
20120404    ,1.33
20120405    ,0.65
20120406    ,0.01
20120409    ,0.04
20120410    ,1.42
20120411   ,-0.43
20120412    ,0.25
20120413    ,1.23
20120416    ,1.24
20120417   ,-1.07
20120418    ,1.61
20120419    ,1.34
20120420   ,-0.43
20120423    ,1.22
20120424   ,-0.54
20120425   ,-1.25
20120426    ,0.98
20120427   ,-0.95
20120430    ,0.40
20120501   ,-0.04
20120502    ,1.27
20120503    ,0.92
20120504   ,-0.41
20120507   ,-0.67
20120508   ,-0.07
20120509    ,1.17
20120510   ,-1.62
20120511    ,1.08
20120514    ,1.46
20120515    ,1.60
20120516   ,-0.16
20120517    ,0.53
20120518   ,-1.18
20120521   ,-0.25
20120522   ,-0.74
20120523    ,1.24
20120524    ,0.21
20120525    ,0.13
20120528    ,0.48
20120529    ,0.84
20120530    ,0.77
20120531    ,0.45
20120601   ,-1.00
20120604   ,-0.96
20120605   ,-0.05
20120606   ,-1.18
20120607    ,0.34
20120608    ,0.13
20120611    ,0.99
20120612    ,0.70
20120613    ,0.46
20120614   ,-0.32
20120615   ,-2.10
20120618    ,1.08
20120619   ,-1.27
20120620   ,-1.06
20120621    ,0.49
20120622   ,-0.32
20120625    ,2.13
20120626    ,1.01
20120627   ,-0.24
20120628   ,-0.06
20120629   ,-2.36
20120702    ,0.02
20120703   ,-0.27
20120704   ,-0.23
20120705    ,1.00
20120706    ,1.78
20120709    ,0.38
20120710    ,0.44
20120711   ,-0.30
20120712    ,0.62
20120713   ,-0.15
20120716    ,0.28
20120717   ,-0.10
20120718    ,0.26
20120719    ,0.27
20120720    ,1.63
20120723    ,0.75
20120724    ,0.95
20120725   ,-0.54
20120726   ,-0.91
20120727   ,-0.77
20120730   ,-0.90
20120731   ,-0.28
20120801    ,0.24
20120802    ,1.71
20120803   ,-1.34
20120806   ,-1.14
20120807   ,-0.94
20120808    ,0.13
20120809    ,0.03
20120810    ,0.25
20120813   ,-0.27
20120814    ,0.13
20120815    ,0.32
20120816   ,-1.71
20120817   ,-0.73
20120820    ,0.13
20120821   ,-0.91
20120822   ,-0.07
20120823    ,0.18
20120824    ,0.59
20120827   ,-0.17
20120828   ,-0.14
20120829    ,0.61
20120830    ,0.51
20120831   ,-0.67
20120903    ,0.29
20120904   ,-0.43
20120905    ,0.28
20120906   ,-0.73
20120907   ,-1.27
20120910   ,-0.75
20120911   ,-0.46
20120912   ,-0.80
20120913    ,0.54
20120914   ,-1.09
20120917    ,0.04
20120918    ,0.64
20120919    ,0.00
20120920    ,0.88
20120921   ,-0.26
20120924    ,0.37
20120925    ,0.42
20120926    ,1.50
20120927   ,-0.25
20120928    ,0.83
20121001   ,-0.15
20121002   ,-0.11
20121003   ,-0.09
20121004    ,0.35
20121005   ,-0.27
20121008    ,0.28
20121009    ,0.11
20121010    ,0.00
20121011   ,-0.23
20121012    ,0.04
20121015    ,0.42
20121016   ,-0.43
20121017   ,-1.09
20121018   ,-0.01
20121019    ,0.54
20121022    ,0.06
20121023    ,0.15
20121024    ,0.05
20121025    ,0.96
20121026   ,-0.34
20121029    ,0.48
20121030   ,-0.28
20121031    ,0.21
20121101    ,0.14
20121102    ,0.35
20121105    ,0.09
20121106    ,0.31
20121107    ,0.12
20121108    ,0.23
20121109    ,0.13
20121112    ,0.15
20121113    ,0.47
20121114    ,0.33
20121115   ,-0.02
20121116    ,0.21
20121119   ,-0.22
20121120    ,0.52
20121121   ,-0.11
20121122   ,-0.12
20121123    ,0.00
20121126    ,0.21
20121127    ,0.58
20121128    ,0.16
20121129   ,-0.29
20121130    ,0.45
20121203   ,-0.07
20121204   ,-0.14
20121205   ,-0.26
20121206    ,0.65
20121207    ,0.31
20121210   ,-0.06
20121211   ,-0.36
20121212   ,-0.44
20121213   ,-0.38
20121214   ,-0.01
20121217   ,-0.28
20121218   ,-0.36
20121219    ,0.26
20121220   ,-0.15
20121221   ,-0.21
20121224    ,0.02
20121225    ,0.00
20121226   ,-0.01
20121227    ,0.14
20121228    ,0.19
20121231    ,0.05
20130101   ,-0.01
20130102   ,-0.09
20130103   ,-0.52
20130104   ,-0.30
20130107   ,-0.42
20130108    ,0.22
20130109   ,-0.56
20130110   ,-0.26
20130111    ,0.17
20130114   ,-0.02
20130115   ,-0.06
20130116    ,0.39
20130117   ,-0.06
20130118    ,0.19
20130121   ,-0.38
20130122    ,0.10
20130123   ,-0.07
20130124    ,0.09
20130125    ,0.74
20130128    ,0.00
20130129   ,-0.22
20130130    ,0.70
20130131    ,0.06
20130201    ,0.51
20130204    ,0.47
20130205    ,0.26
20130206   ,-0.01
20130207   ,-0.06
20130208    ,0.41
20130211   ,-0.32
20130212    ,0.74
20130213    ,0.00
20130214    ,0.36
20130215    ,0.38
20130218   ,-0.15
20130219    ,0.25
20130220    ,0.55
20130221   ,-0.09
20130222   ,-0.08
20130225   ,-0.36
20130226    ,0.04
20130227    ,0.41
20130228    ,0.42
20130301    ,0.47
20130304    ,0.16
20130305   ,-0.05
20130306   ,-0.25
20130307    ,0.27
20130308   ,-0.52
20130311   ,-0.13
20130312   ,-0.09
20130313    ,0.58
20130314    ,0.03
20130315   ,-0.23
20130318    ,0.19
20130319   ,-0.13
20130320    ,0.51
20130321   ,-0.39
20130322    ,0.25
20130325    ,0.31
20130326    ,0.21
20130327   ,-0.15
20130328    ,0.56
20130329    ,0.00
20130401   ,-0.01
20130402    ,0.55
20130403    ,0.18
20130404   ,-0.68
20130405   ,-0.60
20130408    ,0.12
20130409   ,-0.29
20130410    ,0.83
20130411    ,0.66
20130412    ,0.18
20130415    ,0.78
20130416   ,-0.08
20130417   ,-0.21
20130418    ,0.18
20130419    ,0.08
20130422    ,0.35
20130423    ,0.82
20130424   ,-0.26
20130425   ,-0.22
20130426    ,0.07
20130429    ,0.08
20130430    ,0.28
20130501    ,0.05
20130502   ,-0.04
20130503   ,-0.51
20130506   ,-0.17
20130507    ,0.17
20130508    ,0.61
20130509   ,-0.14
20130510    ,0.17
20130513   ,-0.05
20130514    ,0.35
20130515    ,0.78
20130516   ,-0.15
20130517   ,-0.18
20130520    ,0.31
20130521   ,-0.13
20130522    ,0.42
20130523   ,-0.17
20130524   ,-0.77
20130527    ,0.10
20130528    ,0.47
20130529   ,-0.58
20130530   ,-0.06
20130531    ,0.01
20130603   ,-0.22
20130604    ,0.34
20130605   ,-0.70
20130606   ,-0.40
20130607    ,0.63
20130610    ,0.12
20130611   ,-0.38
20130612   ,-0.03
20130613   ,-0.25
20130614    ,0.32
20130617    ,0.51
20130618    ,0.39
20130619    ,0.34
20130620   ,-0.54
20130621   ,-0.64
20130624   ,-0.27
20130625    ,0.68
20130626    ,1.07
20130627    ,0.37
20130628   ,-0.08
20130701    ,0.61
20130702   ,-0.21
20130703    ,0.03
20130704    ,0.70
20130705    ,0.40
20130708    ,0.78
20130709   ,-0.45
20130710    ,0.37
20130711   ,-0.53
20130712    ,0.21
20130715    ,0.29
20130716   ,-0.39
20130717   ,-0.15
20130718    ,0.82
20130719    ,0.15
20130722    ,0.17
20130723   ,-0.47
20130724    ,0.31
20130725    ,0.44
20130726   ,-0.01
20130729    ,0.12
20130730    ,0.39
20130731    ,0.13
20130801    ,0.28
20130802    ,0.18
20130805    ,0.39
20130806    ,0.41
20130807   ,-0.34
20130808   ,-0.14
20130809   ,-0.61
20130812   ,-0.32
20130813   ,-0.61
20130814    ,0.04
20130815   ,-0.46
20130816   ,-0.14
20130819    ,0.03
20130820   ,-0.15
20130821    ,0.16
20130822    ,0.29
20130823   ,-0.07
20130826   ,-0.25
20130827   ,-0.99
20130828   ,-0.67
20130829    ,0.77
20130830   ,-0.28
20130902    ,0.68
20130903   ,-0.12
20130904   ,-0.22
20130905    ,0.31
20130906   ,-0.14
20130909    ,0.50
20130910    ,0.50
20130911   ,-0.22
20130912   ,-0.32
20130913    ,0.15
20130916    ,0.40
20130917   ,-0.17
20130918    ,0.19
20130919   ,-0.21
20130920    ,0.25
20130923   ,-0.46
20130924    ,0.31
20130925    ,0.16
20130926   ,-0.34
20130927    ,0.38
20130930    ,0.11
20131001    ,0.92
20131002   ,-0.01
20131003    ,0.04
20131004    ,0.09
20131007   ,-0.12
20131008   ,-0.17
20131009   ,-0.39
20131010    ,0.52
20131011    ,0.13
20131014    ,0.03
20131015    ,0.39
20131016    ,0.28
20131017    ,0.67
20131018    ,0.20
20131021    ,0.08
20131022   ,-0.71
20131023    ,0.16
20131024   ,-0.28
20131025   ,-0.25
20131028   ,-0.56
20131029    ,0.17
20131030    ,0.13
20131031    ,0.63
20131101    ,0.27
20131104   ,-0.13
20131105   ,-0.23
20131106    ,0.21
20131107   ,-0.02
20131108    ,0.18
20131111    ,0.44
20131112    ,0.16
20131113   ,-0.44
20131114    ,0.12
20131115   ,-0.36
20131118    ,0.34
20131119   ,-0.20
20131120   ,-0.33
20131121    ,0.55
20131122    ,0.41
20131125    ,0.35
20131126    ,0.60
20131127    ,0.60
20131128   ,-0.08
20131129    ,0.05
20131202    ,0.61
20131203   ,-0.37
20131204   ,-0.07
20131205   ,-0.30
20131206    ,0.21
20131209    ,0.42
20131210   ,-0.07
20131211    ,0.53
20131212    ,0.06
20131213    ,0.24
20131216   ,-0.01
20131217    ,0.09
20131218    ,0.31
20131219    ,0.10
20131220    ,0.28
20131223   ,-0.04
20131224   ,-0.09
20131225    ,0.00
20131226    ,0.05
20131227   ,-0.17
20131230   ,-0.39
20131231    ,0.04
20140101    ,0.00
20140102    ,0.33
20140103    ,0.11
20140106    ,0.47
20140107    ,0.24
20140108    ,0.25
20140109    ,0.24
20140110   ,-0.18
20140113   ,-0.21
20140114    ,0.20
20140115    ,0.33
20140116   ,-0.57
20140117    ,0.03
20140120   ,-0.15
20140121   ,-0.09
20140122   ,-0.08
20140123   ,-0.18
20140124   ,-0.63
20140127   ,-0.47
20140128    ,1.15
20140129    ,0.11
20140130    ,0.56
20140131    ,0.01
20140203   ,-0.57
20140204    ,0.49
20140205    ,0.10
20140206    ,0.56
20140207    ,0.07
20140210   ,-0.06
20140211    ,0.13
20140212    ,0.42
20140213    ,0.17
20140214   ,-0.01
20140217   ,-0.16
20140218    ,0.07
20140219   ,-0.17
20140220    ,0.11
20140221    ,0.25
20140224    ,0.16
20140225    ,0.25
20140226   ,-0.09
20140227    ,0.03
20140228    ,0.35
20140303   ,-0.72
20140304    ,0.62
20140305    ,0.47
20140306    ,0.07
20140307    ,0.03
20140310    ,0.11
20140311    ,0.32
20140312   ,-0.10
20140313   ,-0.35
20140314   ,-0.68
20140317    ,1.20
20140318   ,-0.01
20140319    ,0.18
20140320   ,-0.09
20140321   ,-0.86
20140324   ,-0.70
20140325   ,-0.26
20140326    ,0.14
20140327   ,-0.06
20140328    ,0.00
20140331    ,0.20
20140401    ,0.85
20140402   ,-0.14
20140403    ,0.17
20140404   ,-0.16
20140407   ,-0.73
20140408   ,-1.50
20140409    ,0.13
20140410   ,-0.48
20140411   ,-0.61
20140414   ,-1.90
20140415   ,-0.51
20140416    ,1.53
20140417    ,0.70
20140418    ,0.00
20140421   ,-0.01
20140422    ,0.57
20140423   ,-0.02
20140424   ,-0.33
20140425   ,-0.63
20140428   ,-0.53
20140429    ,0.14
20140430   ,-0.04
20140501    ,0.11
20140502   ,-0.13
20140505    ,0.07
20140506   ,-0.27
20140507   ,-0.60
20140508    ,0.25
20140509   ,-0.58
20140512    ,0.18
20140513   ,-0.26
20140514   ,-0.29
20140515   ,-1.27
20140516   ,-0.08
20140519   ,-0.12
20140520    ,0.90
20140521    ,0.23
20140522   ,-0.07
20140523    ,0.55
20140526    ,0.72
20140527    ,0.17
20140528    ,0.26
20140529   ,-0.32
20140530    ,0.14
20140602    ,0.34
20140603   ,-0.31
20140604    ,0.16
20140605    ,0.77
20140606    ,0.71
20140609    ,0.04
20140610   ,-0.19
20140611   ,-0.44
20140612   ,-0.07
20140613   ,-0.03
20140616   ,-0.39
20140617    ,0.12
20140618    ,0.39
20140619    ,0.18
20140620   ,-0.16
20140623    ,0.02
20140624   ,-0.13
20140625    ,0.16
20140626    ,0.08
20140627   ,-0.15
20140630   ,-0.37
20140701    ,0.40
20140702    ,0.08
20140703    ,0.04
20140704   ,-0.41
20140707   ,-0.06
20140708   ,-0.56
20140709   ,-0.06
20140710   ,-0.36
20140711    ,0.38
20140714    ,0.09
20140715   ,-0.31
20140716    ,0.23
20140717   ,-0.11
20140718   ,-0.10
20140721   ,-0.21
20140722    ,0.43
20140723    ,0.12
20140724    ,0.44
20140725    ,0.03
20140728   ,-0.17
20140729   ,-0.07
20140730   ,-0.13
20140731   ,-0.01
20140801   ,-0.23
20140804    ,0.30
20140805   ,-0.27
20140806   ,-0.69
20140807   ,-0.23
20140808   ,-0.35
20140811    ,0.62
20140812    ,0.04
20140813    ,0.23
20140814   ,-0.12
20140815   ,-0.08
20140818    ,0.12
20140819    ,0.27
20140820    ,0.08
20140821    ,0.56
20140822   ,-0.11
20140825    ,0.18
20140826   ,-0.04
20140827    ,0.01
20140828    ,0.14
20140829    ,0.17
20140901    ,0.04
20140902    ,0.00
20140903   ,-0.20
20140904   ,-0.23
20140905    ,0.06
20140908   ,-0.21
20140909    ,0.04
20140910    ,0.14
20140911    ,0.15
20140912    ,0.06
20140915    ,0.21
20140916   ,-0.04
20140917    ,0.33
20140918    ,0.32
20140919   ,-0.07
20140922    ,0.28
20140923    ,0.31
20140924   ,-0.17
20140925    ,0.21
20140926    ,0.42
20140929    ,0.46
20140930    ,0.11
20141001    ,0.22
20141002   ,-0.16
20141003    ,0.39
20141006   ,-0.40
20141007   ,-0.23
20141008   ,-0.02
20141009   ,-0.10
20141010    ,0.10
20141013   ,-0.10
20141014    ,0.16
20141015   ,-0.41
20141016   ,-0.35
20141017    ,0.61
20141020    ,0.40
20141021   ,-0.02
20141022    ,0.71
20141023    ,0.38
20141024    ,0.17
20141027    ,0.51
20141028    ,0.05
20141029   ,-0.06
20141030    ,0.52
20141031   ,-0.07
20141103   ,-0.30
20141104    ,0.64
20141105   ,-0.07
20141106   ,-1.08
20141107   ,-0.07
20141110   ,-0.14
20141111    ,0.22
20141112    ,0.00
20141113    ,0.31
20141114   ,-0.51
20141117    ,0.33
20141118   ,-0.23
20141119    ,0.28
20141120    ,0.01
20141121   ,-0.52
20141124    ,0.17
20141125    ,0.15
20141126    ,0.04
20141127    ,0.67
20141128    ,0.54
20141201    ,0.04
20141202   ,-0.21
20141203   ,-0.09
20141204    ,0.41
20141205    ,0.13
20141208    ,0.44
20141209    ,0.32
20141210    ,0.86
20141211    ,0.26
20141212    ,0.32
20141215    ,0.34
20141216   ,-0.43
20141217   ,-0.61
20141218   ,-0.24
20141219   ,-0.04
20141222    ,0.14
20141223   ,-0.54
20141224    ,0.04
20141225    ,0.01
20141226   ,-0.05
20141229    ,0.21
20141230    ,0.18
20141231   ,-0.10
20150101    ,0.00
20150102    ,0.00
20150105    ,1.51
20150106   ,-0.08
20150107    ,0.05
20150108   ,-0.01
20150109    ,0.47
20150112    ,0.84
20150113   ,-0.21
20150114    ,0.53
20150115    ,0.70
20150116   ,-0.65
20150119    ,0.04
20150120   ,-0.26
20150121   ,-0.65
20150122   ,-0.57
20150123    ,0.88
20150126    ,0.01
20150127    ,0.47
20150128    ,1.12
20150129    ,0.29
20150130   ,-0.22
20150202   ,-1.32
20150203   ,-2.07
20150204    ,0.41
20150205   ,-0.62
20150206   ,-0.01
20150209   ,-0.26
20150210    ,0.49
20150211    ,0.76
20150212   ,-0.89
20150213   ,-1.44
20150216   ,-0.40
20150217    ,0.34
20150218   ,-0.60
20150219    ,0.56
20150220   ,-0.12
20150223    ,0.74
20150224   ,-0.59
20150225    ,0.25
20150226    ,0.23
20150227    ,0.00
20150302    ,0.36
20150303   ,-0.15
20150304    ,0.57
20150305    ,0.11
20150306   ,-0.49
20150309   ,-0.18
20150310    ,0.50
20150311    ,0.45
20150312    ,0.26
20150313    ,0.81
20150316    ,0.55
20150317   ,-0.37
20150318   ,-0.13
20150319    ,0.12
20150320   ,-0.83
20150323   ,-0.79
20150324   ,-0.08
20150325   ,-0.47
20150326   ,-0.14
20150327    ,0.32
20150330    ,0.33
20150331    ,0.08
20150401   ,-0.13
20150402    ,0.07
20150403   ,-0.03
20150406    ,0.02
20150407   ,-0.39
20150408    ,0.06
20150409    ,0.24
20150410    ,0.45
20150413   ,-0.06
20150414   ,-0.31
20150415   ,-0.78
20150416   ,-0.19
20150417    ,0.00
20150420    ,0.33
20150421    ,1.17
20150422   ,-0.21
20150423   ,-0.60
20150424   ,-0.27
20150427   ,-0.16
20150428   ,-1.05
20150429   ,-0.52
20150430   ,-0.22
20150501    ,0.06
20150504    ,0.25
20150505   ,-0.56
20150506   ,-0.62
20150507    ,1.13
20150508    ,0.61
20150511   ,-0.06
20150512   ,-0.39
20150513    ,0.00
20150514    ,0.07
20150515    ,0.63
20150518    ,0.33
20150519    ,0.94
20150520    ,0.18
20150521   ,-0.10
20150522    ,0.28
20150525    ,0.31
20150526    ,0.44
20150527    ,0.13
20150528    ,0.43
20150529    ,0.04
20150601    ,0.56
20150602   ,-0.81
20150603   ,-0.50
20150604    ,0.42
20150605   ,-0.09
20150608   ,-0.14
20150609   ,-0.24
20150610   ,-0.07
20150611    ,0.37
20150612    ,0.52
20150615   ,-0.18
20150616    ,0.59
20150617   ,-0.37
20150618    ,0.01
20150619    ,0.09
20150622    ,0.10
20150623    ,0.08
20150624   ,-0.18
20150625    ,0.42
20150626    ,0.04
20150629    ,0.07
20150630    ,0.54
20150701    ,0.55
20150702   ,-0.54
20150703    ,0.26
20150706    ,0.52
20150707    ,0.21
20150708   ,-0.37
20150709    ,0.14
20150710    ,0.24
20150713    ,0.62
20150714    ,0.03
20150715    ,0.38
20150716   ,-0.04
20150717    ,0.42
20150720    ,0.28
20150721   ,-0.56
20150722    ,0.42
20150723    ,0.09
20150724    ,0.24
20150727   ,-0.43
20150728    ,0.29
20150729    ,0.23
20150730   ,-0.44
20150731    ,0.48
20150803    ,1.15
20150804    ,0.13
20150805   ,-0.26
20150806   ,-0.15
20150807   ,-0.70
20150810    ,0.18
20150811    ,0.28
20150812   ,-0.82
20150813    ,1.17
20150814    ,0.70
20150817    ,0.12
20150818    ,0.68
20150819    ,0.18
20150820   ,-0.70
20150821   ,-0.36
20150824    ,0.69
20150825    ,0.92
20150826   ,-0.11
20150827   ,-0.22
20150828   ,-0.68
20150831    ,0.44
20150901   ,-0.01
20150902    ,0.62
20150903    ,0.08
20150904    ,0.57
20150907    ,0.22
20150908    ,0.13
20150909   ,-0.20
20150910    ,0.95
20150911    ,0.00
20150914    ,0.18
20150915   ,-0.29
20150916   ,-0.53
20150917    ,0.43
20150918    ,0.84
20150921    ,0.95
20150922    ,0.27
20150923    ,0.24
20150924    ,0.13
20150925    ,0.68
20150928    ,0.50
20150929   ,-1.29
20150930   ,-0.14
20151001   ,-0.04
20151002   ,-0.77
20151005   ,-1.07
20151006   ,-0.57
20151007   ,-2.25
20151008   ,-0.63
20151009   ,-1.36
20151012    ,0.30
20151013    ,0.78
20151014   ,-0.38
20151015    ,0.71
20151016    ,0.46
20151019    ,1.08
20151020    ,0.54
20151021    ,0.20
20151022   ,-0.67
20151023    ,0.26
20151026    ,0.36
20151027    ,1.21
20151028   ,-0.47
20151029    ,0.60
20151030   ,-0.04
20151102   ,-0.32
20151103   ,-0.86
20151104   ,-0.49
20151105    ,1.18
20151106    ,0.26
20151109   ,-0.15
20151110    ,0.93
20151111    ,0.48
20151112    ,0.87
20151113   ,-0.20
20151116    ,0.26
20151117    ,0.04
20151118   ,-0.64
20151119   ,-0.08
20151120    ,0.31
20151123    ,0.36
20151124   ,-0.65
20151125    ,0.64
20151126   ,-0.32
20151127    ,0.39
20151130    ,0.27
20151201    ,0.08
20151202    ,0.87
20151203    ,0.21
20151204    ,0.53
20151207    ,1.21
20151208    ,0.78
20151209   ,-0.45
20151210   ,-0.33
20151211    ,0.63
20151214    ,0.79
20151215   ,-0.10
20151216   ,-0.19
20151217    ,0.51
20151218    ,0.02
20151221    ,0.01
20151222   ,-0.43
20151223   ,-1.15
20151224   ,-0.10
20151225   ,-0.01
20151228    ,0.25
20151229    ,0.54
20151230    ,0.36
20151231   ,-0.10
20160101   ,-0.02
20160104    ,0.06
20160105    ,0.06
20160106    ,0.72
20160107    ,0.54
20160108    ,0.58
20160111    ,0.35
20160112    ,0.77
20160113   ,-0.26
20160114   ,-1.49
20160115    ,0.41
20160118    ,0.39
20160119    ,0.63
20160120    ,0.56
20160121   ,-0.87
20160122   ,-0.84
20160125    ,1.38
20160126   ,-1.00
20160127    ,0.46
20160128   ,-0.93
20160129    ,0.39
20160201    ,0.90
20160202    ,1.38
20160203   ,-0.13
20160204   ,-2.38
20160205   ,-1.86
20160208    ,0.13
20160209    ,1.55
20160210    ,0.88
20160211    ,0.73
20160212   ,-1.90
20160215   ,-0.79
20160216    ,0.41
20160217   ,-1.56
20160218    ,1.01
20160219    ,0.98
20160222   ,-1.16
20160223    ,1.20
20160224    ,1.04
20160225   ,-0.16
20160226   ,-1.77
20160229   ,-0.90
20160301   ,-0.19
20160302   ,-2.05
20160303   ,-1.76
20160304   ,-1.39
20160307   ,-0.78
20160308    ,0.98
20160309    ,0.86
20160310    ,0.63
20160311   ,-1.44
20160314   ,-0.47
20160315    ,1.28
20160316    ,0.21
20160317   ,-0.32
20160318   ,-0.78
20160321    ,0.24
20160322    ,0.22
20160323    ,1.28
20160324    ,0.89
20160325    ,0.00
20160328   ,-0.02
20160329    ,0.82
20160330   ,-0.77
20160331    ,0.44
20160401    ,0.76
20160404    ,0.15
20160405    ,1.32
20160406    ,0.11
20160407    ,0.40
20160408   ,-1.40
20160411   ,-0.77
20160412   ,-0.32
20160413   ,-2.37
20160414   ,-0.37
20160415   ,-0.32
20160418   ,-0.12
20160419   ,-0.67
20160420   ,-1.27
20160421   ,-1.15
20160422   ,-0.40
20160425    ,1.10
20160426   ,-0.56
20160427    ,0.10
20160428   ,-0.34
20160429    ,1.05
20160502    ,0.75
20160503    ,1.87
20160504    ,0.56
20160505    ,0.18
20160506    ,0.12
20160509    ,1.29
20160510   ,-0.57
20160511    ,0.40
20160512    ,0.36
20160513    ,0.04
20160516   ,-0.25
20160517   ,-0.30
20160518   ,-0.85
20160519    ,0.49
20160520    ,0.15
20160523    ,0.17
20160524   ,-0.64
20160525   ,-1.31
20160526    ,0.28
20160527    ,0.17
20160530   ,-0.05
20160531    ,0.96
20160601    ,1.05
20160602   ,-0.41
20160603    ,0.88
20160606   ,-0.16
20160607   ,-0.59
20160608    ,0.10
20160609    ,0.51
20160610    ,0.93
20160613    ,0.61
20160614    ,0.54
20160615   ,-0.30
20160616    ,0.47
20160617   ,-1.90
20160620   ,-0.64
20160621    ,0.08
